C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\ToothGrid.tsx: line 67, col 10, Warning - 'selectedSurface' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\ToothSVG.tsx: line 2, col 32, Warning - 'ToothPaths' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\ToothSVG.tsx: line 42, col 10, Warning - 'renderBridgeConnector' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\ToothSVG.tsx: line 54, col 3, Warning - 'isUpper' is defined but never used. Allowed unused args must match /^_/u. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\ToothSVG.tsx: line 70, col 9, Warning - 'fill' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\ToothSVG.tsx: line 89, col 9, Warning - 'svgH' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\toothchart\toothPaths.ts: line 37, col 9, Warning - 'cx' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\alert-dialog.tsx: line 6, col 3, Warning - 'DialogHeader' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\badge.tsx: line 34, col 17, Warning - Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components. (react-refresh/only-export-components)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\button.tsx: line 44, col 18, Warning - Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components. (react-refresh/only-export-components)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\change-status-dialog.tsx: line 49, col 19, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\collapsible.tsx: line 1, col 13, Warning - 'React' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\dashboard-filter-bar.tsx: line 220, col 10, Warning - Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components. (react-refresh/only-export-components)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\date-picker.tsx: line 27, col 7, Warning - 'months' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\date-picker.tsx: line 32, col 10, Warning - 'viewMode' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\date-picker.tsx: line 32, col 20, Warning - 'setViewMode' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\quick-view-drawer.tsx: line 17, col 90, Warning - 'QuickViewPatientPreOp' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\quick-view-drawer.tsx: line 17, col 113, Warning - 'QuickViewPatientPostOp' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\quick-view-drawer.tsx: line 481, col 66, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\toast.tsx: line 19, col 17, Warning - Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components. (react-refresh/only-export-components)
C:\Users\harsh\fastapi-project\frontend\src\components\ui\toast.tsx: line 126, col 32, Warning - Fast refresh only works when a file only exports components. Use a new file to share constants or functions between components. (react-refresh/only-export-components)
C:\Users\harsh\fastapi-project\frontend\src\components\whatsapp\bulk-preview-panel.tsx: line 8, col 15, Warning - 'Patient' is defined but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\components\whatsapp\preview-modal.tsx: line 18, col 35, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\components\whatsapp\preview-modal.tsx: line 37, col 9, Warning - 'hasAllVars' is assigned a value but never used. (@typescript-eslint/no-unused-vars)
C:\Users\harsh\fastapi-project\frontend\src\hooks\useServerFilters.ts: line 61, col 6, Warning - React Hook useEffect has a missing dependency: 'setPage'. Either include it or remove the dependency array. (react-hooks/exhaustive-deps)
C:\Users\harsh\fastapi-project\frontend\src\hooks\useServerFilters.ts: line 61, col 7, Warning - React Hook useEffect has a complex expression in the dependency array. Extract it to a separate variable so it can be statically checked. (react-hooks/exhaustive-deps)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 84, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 90, col 47, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 96, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 107, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 118, col 20, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 158, col 22, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 296, col 78, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\doctors.tsx: line 307, col 82, Warning - Unexpected any. Specify a different type. (@typescript-eslint/no-explicit-any)
C:\Users\harsh\fastapi-project\frontend\src\pages\admin\expenses.tsx: line 7, col 9, Warning - 'BarChart3' is defined but never used. (@typescript-eslint/no-unused-vars)
